NatWalkInd,Shape_Area
1,120622963.4
1.833333333,331658612.5
2.5,273282400.4
2.5,2007046878
2.666666667,291976320.9
2.833333333,1540375263
2.833333333,41510364.83
3,796735957.2
3,175310634.5
3.166666667,228933437.3
3.166666667,18432863.61
3.166666667,298457956.2
3.166666667,126643046.9
3.166666667,49680828.75
3.333333333,26619009.72
3.333333333,161187773.5
3.333333333,1209519357
3.5,314291183.2
3.5,53139612.51
3.5,214988200.1
3.5,539506909.7
3.666666667,703045944.7
3.666666667,128163779.9
3.666666667,9597387.886
3.666666667,1578915943
3.833333333,154291911.6
3.833333333,905887841.6
3.833333333,22849870.85
3.833333333,742572743.7
4,423392636.2
4,46928084.81
4,35310433.08
4,3337006.294
4.166666667,1990576366
4.166666667,18365988.89
4.166666667,135402284.7
4.166666667,739875206.8
4.166666667,245300152.9
4.166666667,360552635.7
4.166666667,44272808.57
4.166666667,456567250.9
4.333333333,31197531
4.333333333,2867387400
4.333333333,2411446228
4.333333333,3097722.539
4.333333333,39691613.95
4.5,1514651883
4.5,6243650.293
4.5,1715333553
4.5,106008453.2
4.5,1020987337
4.5,1194172846
4.5,2722567.415
4.5,119778641.2
4.5,522968915.3
4.666666667,14936041.26
4.666666667,100324762.2
4.666666667,1089480671
4.666666667,10691430.19
4.666666667,98586407.7
4.666666667,317072978.7
4.666666667,1083247.693
4.666666667,1699528345
4.833333333,16696766.36
4.833333333,15687659.66
4.833333333,3466148959
4.833333333,53139115.53
4.833333333,64172747.53
4.833333333,148593679.1
4.833333333,746180708.9
4.833333333,1109706527
4.833333333,60530291.15
5,4578236705
5,1000205500
5,63569650.57
5,57683059.1
5,53923798.87
5,5253661.625
5,13228874.62
5,29346909.97
5,34767691.58
5,259178259.8
5.166666667,5196946.641
5.166666667,111667608.5
5.166666667,22226015.19
5.166666667,117922882.5
5.166666667,18061237.06
5.166666667,533585067.3
5.166666667,47241908.9
5.166666667,7717851.938
5.166666667,1051222948
5.166666667,17087415.65
5.166666667,70648279.96
5.333333333,3925953.609
5.333333333,76770764.67
5.333333333,1470656456
5.333333333,522388768.5
5.333333333,9611114.207
5.333333333,1335515064
5.333333333,1012194.586
5.333333333,273055948.9
5.5,125832433.3
5.5,341975.4597
5.5,1172697740
5.5,44402795.34
5.5,188881405.6
5.5,33593003.73
5.5,148261280.5
5.666666667,4777622584
5.666666667,23962029.31
5.666666667,22773872.48
5.666666667,133318701.5
5.666666667,18337755.71
5.666666667,55163180.65
5.666666667,1096720509
5.666666667,1163619.062
5.833333333,12476204.1
5.833333333,7698698.169
5.833333333,13482574.98
5.833333333,204620399.7
5.833333333,59092088.52
5.833333333,2275171.845
5.833333333,14795973.65
5.833333333,55815672.32
5.833333333,1392605673
5.833333333,123522345.3
5.833333333,70640297.68
5.833333333,500703431.4
5.833333333,335395804.4
5.833333333,3068923.596
5.833333333,1052363.085
6,7125584.037
6,6891969.519
6,61066553.11
6,1673514.143
6,1264443.888
6.166666667,7499167.488
6.166666667,3495140.822
6.166666667,26117243.83
6.166666667,950294.8051
6.166666667,40964860.54
6.166666667,562335.903
6.166666667,836763.5119
6.333333333,8124207.796
6.333333333,5210373.524
6.333333333,19281691.14
6.333333333,1095145916
6.333333333,1621858.981
6.333333333,36820965.13
6.5,174770455.6
6.5,356683935.3
6.5,89138155.86
6.5,11523433.74
6.5,417871657.1
6.5,10416123.26
6.5,2114538.103
6.5,62836103.75
6.5,42442746.96
6.5,2945368.856
6.5,578241.1053
6.5,1122147307
6.5,3847122.002
6.5,5830060.149
6.5,12751808.63
6.666666667,61998783.77
6.666666667,3573210.806
6.666666667,24104084.36
6.666666667,390701.3344
6.666666667,250675383.3
6.666666667,35075143.16
6.666666667,4420923.62
6.833333333,1373156.948
6.833333333,23297718.55
6.833333333,34027120.58
6.833333333,337136.0293
6.833333333,62882901.57
6.833333333,338797.4082
7,5319792.908
7,4656031.111
7,50997680.41
7,146129939.3
7,67394822.52
7,3183520.33
7,10907480.97
7,898097.6632
7,10255615.23
7,1009392.205
7.166666667,1283040.021
7.166666667,2818912.118
7.166666667,8932356.225
7.166666667,69410782.35
7.166666667,2656924.805
7.166666667,361772.3345
7.166666667,1037578.181
7.166666667,690087.3229
7.333333333,13847749.15
7.333333333,4821585.786
7.333333333,501598.9107
7.333333333,419758.7566
7.333333333,417991.5295
7.333333333,142877563.6
7.333333333,949148.6141
7.333333333,3722674.556
7.5,18463796.51
7.5,19490792.6
7.5,2758726.97
7.5,649372.538
7.5,19754789.5
7.5,657583.0315
7.5,7695821.068
7.5,32711309.21
7.666666667,13678430.55
7.666666667,27389139.63
7.666666667,974010.5756
7.666666667,15122422.93
7.666666667,20036006.35
7.666666667,961646.2989
7.666666667,615869.0367
7.666666667,35592017.91
7.666666667,736328.4838
7.833333333,19636883.92
7.833333333,1594130.752
7.833333333,775368.9612
7.833333333,743878.0385
7.833333333,1966488.204
7.833333333,1801578.305
7.833333333,1278161.011
8,5535707.759
8,3695372.944
8,833295.7275
8,22355745.9
8,4993931.031
8,4023638.551
8,722102.2465
8.166666667,38077337.69
8.166666667,819779.3192
8.166666667,9609418.199
8.166666667,9817086.002
8.166666667,1693830.207
8.166666667,277282.9684
8.166666667,1286721.987
8.166666667,697641.0666
8.166666667,5557119.986
8.333333333,2315799.994
8.333333333,5397028.325
8.333333333,645556.6745
8.333333333,1359941.762
8.333333333,857907.8691
8.333333333,1103115.775
8.5,594116.4725
8.5,4551257.19
8.5,549146.1382
8.5,7071275.184
8.5,1308743.427
8.5,14068458.46
8.5,20036298.47
8.5,12660021
8.5,693193.4069
8.5,587582.2375
8.5,1193964.782
8.5,11194602.98
8.5,6643133.195
8.5,3368012.293
8.666666667,14517281.18
8.666666667,628251.8165
8.666666667,2256487.4
8.666666667,16609369.26
8.666666667,396307.3977
8.666666667,420021.5091
8.666666667,59789971.25
8.666666667,33602187.29
8.666666667,2075042.782
8.666666667,791662.5549
8.666666667,1390490.695
8.833333333,2231753.295
8.833333333,2315607.146
8.833333333,1020204.911
8.833333333,2012045.17
8.833333333,725591.6283
9,1860927.695
9,567645.6052
9,930274.4942
9,701756.4991
9,303696.4627
9,2799831.083
9,395617.5294
9,399963.9204
9,2534431.166
9,1052853.099
9.166666667,5381908.58
9.166666667,2949251.416
9.166666667,10400744.59
9.166666667,938248.9503
9.166666667,98773499.86
9.166666667,347517.7093
9.166666667,419604.8499
9.166666667,786001.7182
9.333333333,5494466.863
9.333333333,670087.069
9.333333333,7427223.911
9.333333333,1190314.454
9.5,1878060.793
9.5,5479366.11
9.5,324480.5744
9.5,396770.8254
9.5,476549.1093
9.5,2331925.639
9.666666667,640147.5554
9.666666667,1259152.146
9.666666667,786992.6667
9.833333333,2726176.028
9.833333333,439810.8111
9.833333333,326217.7875
9.833333333,337218.9431
9.833333333,1448841.737
10,2741660.556
10,1772761.737
10,2239571.463
10,2299158.039
10,639843.8164
10,3414627.023
10,1308872.14
10,1316009.059
10,707594.0912
10.16666667,1026776.988
10.16666667,925218.7045
10.16666667,6583151.903
10.16666667,316858.0928
10.16666667,406178.9512
10.16666667,1927673.573
10.33333333,912895.8695
10.33333333,3107725.874
10.33333333,1641715.3
10.33333333,787165.9561
10.33333333,556770.7121
10.33333333,1038762.599
10.5,675035.4773
10.5,557553.1354
10.5,734275.2531
10.5,1248338.169
10.5,769788.9092
10.5,1646270.221
10.5,759712.2154
10.66666667,1060817.22
10.66666667,552543.5337
10.66666667,398769.3101
10.66666667,1569171.578
10.66666667,675390.4253
10.66666667,2855925.612
10.83333333,810974.5246
10.83333333,931994.7316
10.83333333,745109.7095
10.83333333,2163427.693
11,927236.854
11,1742804.868
11,717174.0092
11,399667.7662
11,399555.8336
11,608584.4312
11.16666667,747100.5964
11.16666667,737127.6423
11.16666667,740735.3691
11.16666667,732257.8921
11.16666667,7618099.439
11.16666667,1254799.517
11.16666667,428983.8482
11.16666667,467614.2135
11.16666667,1023233.101
11.16666667,2706954.547
11.33333333,438110.1543
11.33333333,591953.5805
11.33333333,1905111.729
11.33333333,753028.9745
11.33333333,8453792.97
11.33333333,384552.0711
11.33333333,637902.5173
11.33333333,2042358.821
11.5,1523744.193
11.5,2237895.395
11.5,466317.3592
11.5,376544.8633
11.5,823926.6938
11.5,309114.9187
11.66666667,879306.1339
11.66666667,545866.9495
11.66666667,828990.4229
11.66666667,434096.4909
11.66666667,1520198.962
11.66666667,2085935.332
11.66666667,335255.9335
11.83333333,475465.8448
11.83333333,525660.5233
11.83333333,1843143.729
11.83333333,546273.127
12,514220.3753
12,991434.0516
12,652017.4987
12.16666667,1830727.052
12.16666667,1158668.456
12.33333333,655653.2625
12.33333333,1113711.127
12.33333333,936849.7175
12.5,7533847.271
12.5,743413.0408
12.5,967730.4021
12.5,460082.5232
12.66666667,19968476.5
12.66666667,618858.9052
12.66666667,748520.0191
12.66666667,212197.4793
12.83333333,395476.5344
12.83333333,596189.3342
12.83333333,800505.6982
12.83333333,1380632.283
13,5740885.592
13,42295736.42
13.16666667,826013.6363
13.16666667,373789.9525
13.16666667,3618130.883
13.16666667,1175069.067
13.33333333,1062183.608
13.33333333,3319216.909
13.33333333,531702.015
13.33333333,841113.9998
13.5,229679.0101
13.5,1021353.599
13.5,939096.8536
13.66666667,1174400.895
13.66666667,852405.1894
13.66666667,420866.3866
13.66666667,498715.5039
14.16666667,3843177.749
14.16666667,329122.284
14.16666667,371299.7346
14.16666667,433326.8556
14.33333333,793757.7123
14.5,631892.1822
14.5,692072.0731
14.5,487929.0599
14.5,668532.1927
14.66666667,17089386.93
14.66666667,984844.9935
14.66666667,1459278.348
14.66666667,9953798.041
14.83333333,1262556.655
14.83333333,407293.8269
15,2366995.919
15,1856836.478
15,597857.201
15.16666667,1880441.209
