NatWalkInd,Shape_Area
1,0.3001602629561475
2,0.3310134051199459
3,0.32686247070894725
4,0.5677714424470257
5,0.3540663081830706
6,0.343303218034415
7,0.20840010729945396
8,0.374829647434172
9,0.5078067724979318
10,0.2078518233692391
11,0.3666613037551914
12,0.02761465681307925
13,0.3475794620068971
14,0.31972815741582394
15,0.26687477758761324
16,0.17954027612077275
17,0.0716009261899101
18,0.01489612673366189
19,0.10739849959702417
20,0.0035267150988757745
21,0.1911533369452618
22,0.02951390632468283
23,0.02561959667319239
24,0.045428704873727604
25,0.1048032470738362
26,0.1093923184994146
27,0.01593034594594188
28,0.0017420647448831664
29,0.04350494790193159
30,0.1619981520737843
31,0.05163290950647358
32,0.004975063346362754
33,0.00719865241042542
34,0.0042582714891785806
35,0.02967431970825562
36,0.0014589714531880685
37,0.00182787569614833
38,0.0055366992266947706
39,0.004369237938111359
40,0.0159241230030578
41,0.010836691906345055
42,0.0012094933134759516
43,0.005351855582714239
44,0.0011338152151089491
45,0.0012023123574346716
46,0.000814775067023579
47,0.008593020543879492
48,0.0008571991962187609
49,0.0009143568087118004
50,0.0007718884759049045
51,0.001384698516864923
52,0.002561073341870269
53,0.0008286290126979042
54,0.0018772004826634397
55,0.002293635838049175
56,0.001739054004382883
57,0.0007077435230746699
58,0.0048887318818806955
59,0.0025482720886370156
60,0.0008039619847990017
61,0.0005405022891377777
62,0.0005109580760240041
63,0.0011272255915707058
64,0.0012995219420575226
65,0.000675897327927612
66,0.000697415922847847
67,0.0010920674230264385
68,0.004445410402488313
69,0.0011282573725438809
70,0.0008952891986520686
71,0.0013664746795612498
72,0.0007424174934063958
73,0.0008178743735340253
74,0.0015128459639338321
75,0.00038552426322158216
76,0.0013750505185493908
77,0.0008547312939026024
78,0.0019823662967997494
79,0.0010241911964830985
80,0.0015884947763426828
81,0.0009939398993381661
82,0.0015904132562260774
83,0.0011230376461767604
84,0.0011841763868983524
85,0.002246295418836016
86,0.0006637304361851098
87,0.0011139522858204932
88,0.0026065704398933525
89,0.0013009704131201887
90,0.0014308232506003093
91,0.0006824674386162566
92,0.0009163998067320522
93,0.0012693287110340852
94,0.0007198671899667415
95,0.001209732345422296
96,0.001287423222418147
97,0.0011908761576200008
98,0.0013117421062087587
99,0.0016933243527246565
