NatWalkInd,Shape_Area
1,0.059490489124508925
2,0.04959567115432051
3,0.039700853184132086
4,0.02980603521394366
5,0.05899905636228203
6,0.06242040954634197
7,0.0658417627304019
8,0.06926311591446183
9,0.30148507424080023
10,0.13511750895572885
11,0.044291479979418236
12,0.007659390236454108
13,0.17068631098153234
14,0.12384550196575003
15,0.2708176168949703
16,0.15005173522959836
17,0.010055252754794526
18,0.26760818201779424
19,0.03286511082168481
20,0.1443564501716614
21,0.46653676721791626
22,0.035075441238909474
23,0.011399610785976323
24,0.05342082704829236
25,0.0025750853048638663
26,0.001302563725978995
27,0.0012201005305736128
28,0.0011150013435438702
29,0.022685922874785065
30,0.006756060457693759
31,0.000710354646589322
32,0.00020133980157383322
33,0.0001771807691799715
34,0.0035815435306144265
35,0.0036235114915783573
36,0.0028079505971074902
37,0.0007302058654693069
38,0.0035551484745531808
39,0.0009096971615984796
40,0.0001731991047588847
41,0.0008552865549182612
42,0.00034362444470765287
43,0.0009451474743111694
44,0.0008377338499418708
45,0.00029913375463850266
46,0.0002817416102924415
47,0.00027446293138316623
48,0.00033181981771597167
49,0.00011973544820265529
50,0.00010490314810323947
51,0.00017809056455333528
52,0.00023608766401716943
53,0.0002508450802770958
54,0.00010607058056672755
55,0.00034025498589961413
56,0.0003607114922255468
57,0.00004740593814464007
58,0.00003495552915496874
59,0.0003270708468415984
60,0.00012190402404849119
61,0.0010986913969764302
62,0.0023466326200677055
63,0.000024903288348964296
64,0.0005446520379384864
65,0.007080751182979774
66,0.0002076782430221632
67,0.00020745856441347935
68,0.0007307122618606368
69,0.00046935953740132123
70,0.00020800681294200554
71,0.00009052270555770769
72,0.00011755647843030383
73,0.0009284602564258973
74,0.0018287968690991095
75,0.00035721474216124843
76,0.0009897160335854398
77,0.00005166352839441558
78,0.0005792793997225606
79,0.00019056089432039461
80,0.00022397483746600311
81,0.0002992352329550378
82,0.00006432556532903992
83,0.00009292701762881068
84,0.00009743454524121627
85,0.0003290200861182727
86,0.0001492378144351122
87,0.0001664678521265732
88,0.00007370595150363828
89,0.00027522560832350635
90,0.00011092223962236765
91,0.00008336526380209668
92,0.0000791527743796511
93,0.00007810414768675326
94,0.00008551124494136677
95,0.00009746145037433011
96,0.0000785259425922324
97,0.00011536141997568324
98,0.00006106036231191058
99,0.00015991009457667335
