NatWalkInd,Shape_Area
1,0.01257910893726545
2,0.11961560176452013
3,0.024116435707209893
4,0.21157148041122328
5,0.15011623493236342
6,0.11815672811984104
7,0.09135016377912188
8,0.05657778648826074
9,0.07720638580182991
10,0.009643601435191168
11,0.09323417300600075
12,0.02867284022508934
13,0.08017753690304677
14,0.14737320293893819
15,0.016721199902612425
16,0.011081981110906221
17,0.026736976627435054
18,0.013571824002700702
19,0.08429728408945233
20,0.003843069382801717
21,0.12242223513134434
22,0.002619377615729227
23,0.10117047686593682
24,0.047281473408985523
25,0.010322391397493424
26,0.029915262931794934
27,0.001046072636841748
28,0.0020371328403624286
29,0.0036833967290912707
30,0.02891494471497764
31,0.0023801041443373035
32,0.00041296173840970696
33,0.004608844769416146
34,0.003687413972097888
35,0.002407746805414824
36,0.007700596806049309
37,0.004204617395047095
38,0.03214229941221933
39,0.0017015695132948632
40,0.0017456966581307354
41,0.006006261632137432
42,0.0015943222530697522
43,0.002453997620735608
44,0.004045113521507813
45,0.0016957815173756943
46,0.0006584624405306423
47,0.00375395090433905
48,0.0009887301997031149
49,0.0018376957766984268
50,0.00038075837707019985
51,0.00043050908454211835
52,0.001235844516477468
53,0.0012834726646748945
54,0.0009613525847201885
55,0.0013455920449548036
56,0.0008966178280067237
57,0.001347041738213753
58,0.0006518097031883879
59,0.0005821763172730783
60,0.0007329017274447135
61,0.0020518210362235295
62,0.0022219841691593642
63,0.006466276192273269
64,0.0005873573359993225
65,0.0009373104972271763
66,0.0012166013486476304
67,0.0008173407493033056
68,0.0004185997209700255
69,0.0002467148643121677
70,0.0005712474836298961
71,0.0007780962874523454
72,0.0016442602562157552
73,0.0020210030727145127
74,0.0010175699025889765
75,0.0006230571644436608
76,0.0011346981644762809
77,0.0002638200652807106
78,0.0001482282811525431
79,0.00029880838001812614
80,0.0005740735473403205
81,0.0003071059175746688
82,0.0010644847901608928
83,0.000509045566409805
84,0.0010541350767548834
85,0.0004552147680258643
86,0.0005773695104578675
87,0.0010315290838544646
88,0.001306150627258512
89,0.00146501451596435
90,0.0002424071318692368
91,0.000572248716560069
92,0.00047314837739587026
93,0.0015692192013094337
94,0.0004909295593328706
95,0.0003000306568513775
96,0.000534960394700765
97,0.0005817712491362797
98,0.0006803684383260603
99,0.0014839060358946797
