NatWalkInd,Shape_Area
1,0.02696905800894788
2,0.24219058622778927
3,0.07492329655840242
4,0.05049319482533772
5,0.06707441286609196
6,0.08080736453126215
7,0.3105877648606959
8,0.2847761300145229
9,0.08612440894602957
10,0.06936139053479098
11,0.13830609661337578
12,0.05857431151259091
13,0.19825197827377902
14,0.058625895308630396
15,0.04286326091971859
16,0.002087875831866759
17,0.06146687578450539
18,0.2483385958254605
19,0.009629116790230138
20,0.03838610457739091
21,0.009491501937147028
22,0.033525377811022695
23,0.02573249222242228
24,0.19887302177576577
25,0.02353459581208302
26,0.16567879820565787
27,0.13487625661411257
28,0.011998010669161646
29,0.00617447161208134
30,0.04008243837313385
31,0.0020771363660799344
32,0.012726911252335498
33,0.003626764566609155
34,0.006184309309443627
35,0.14508848838124844
36,0.0015196567159849006
37,0.003550672429341396
38,0.002668212012805774
39,0.010915048301202346
40,0.0025044295404594522
41,0.005519657950033942
42,0.0033287011098543273
43,0.005808348845678194
44,0.003741045070758465
45,0.0035044489320474152
46,0.003976378036731357
47,0.00349209866864896
48,0.00545479654743713
49,0.0030088107903552532
50,0.0018034137238228851
51,0.003463350492065406
52,0.0012453172098121348
53,0.0025006351904460025
54,0.000685333392464708
55,0.0005840113758966683
56,0.003450232605257295
57,0.0016278749509430679
58,0.001995649646752746
59,0.0018884471899486828
60,0.0027724507280082575
61,0.0005785937368221744
62,0.0003429543737905572
63,0.002071632409872716
64,0.0032232798110317954
65,0.0016607060638450688
66,0.0015004960956747733
67,0.0029726506677507075
68,0.0006589782843671465
69,0.0006971151079426584
70,0.001005731871037018
71,0.0015829787753182181
72,0.005994699632048955
73,0.0016560471436944694
74,0.0015544435176093575
75,0.000951415916699051
76,0.001027839485403766
77,0.0016584928528058163
78,0.0045343551106599485
79,0.0008998302440220172
80,0.0006218376661798277
81,0.0019896901962166143
82,0.0016001830010166343
83,0.0008571540770721815
84,0.004596105429711835
85,0.0007786824455895873
86,0.0008326264764045405
87,0.0009451425420066084
88,0.0012459571677786844
89,0.003017531137894865
90,0.001158189460644337
91,0.0007172817613414584
92,0.0006151295548561181
93,0.0007605864974872204
94,0.0010521287110396673
95,0.00045211388556148837
96,0.0005144660576633109
97,0.0007803944580619087
98,0.00047873975636066144
99,0.0016554117095907703
