NatWalkInd,Shape_Area
1,588912954.4
1,149539366.3
1,78497438.51
1.5,307293288.8
1.833333333,451753104.9
1.833333333,191893131.8
1.833333333,165863532.6
2,1180097339
2.333333333,284033722.4
2.333333333,305671272.2
2.333333333,1158299569
2.333333333,1185299460
2.333333333,572128418.1
2.5,92804037.29
2.5,384602755.9
2.5,664157496.4
2.5,1453400172
2.666666667,97941363.12
2.666666667,1976172295
2.666666667,46392740.38
2.666666667,6557406568
2.833333333,545465819.8
2.833333333,193041316.2
2.833333333,131318491.5
2.833333333,47229308.77
2.833333333,136918628.8
2.833333333,248092821.2
3,151105828
3,68473725.26
3,135531940.7
3,564366186.1
3,410689663.3
3,112430946.3
3,5059603813
3.166666667,77475875.41
3.166666667,58226989.8
3.166666667,268079546.9
3.166666667,288360471.7
3.166666667,6430411585
3.166666667,88833264.64
3.166666667,15581729.83
3.333333333,33832861.36
3.333333333,1149908556
3.333333333,77363633.38
3.333333333,570777758.1
3.333333333,219640578.2
3.333333333,1745247314
3.333333333,53269421.87
3.333333333,5183007459
3.333333333,125910221.4
3.333333333,155803680.4
3.333333333,25630473.21
3.333333333,144025674.8
3.333333333,7098709.487
3.333333333,73559169.34
3.5,41285789.79
3.5,128752081.7
3.5,83847416.78
3.5,27982857.29
3.5,716806758.8
3.5,132993433.2
3.5,301427889.1
3.666666667,283130199.9
3.666666667,58534079.61
3.666666667,92031383.44
3.666666667,62179016.41
3.666666667,1386155652
3.666666667,774664330.4
3.666666667,81411443.98
3.666666667,52125924.08
3.666666667,34275116.76
3.666666667,66708475.1
3.666666667,104726711.3
3.666666667,100146325.4
3.833333333,34735484.4
3.833333333,175957048.9
3.833333333,85888287.68
3.833333333,66392787.71
3.833333333,7394585094
3.833333333,201887693.2
3.833333333,799063321.7
3.833333333,56763938.93
3.833333333,118800067.7
3.833333333,43851475.28
3.833333333,52207794.15
3.833333333,98522991.46
4,1714256879
4,500198262.8
4,5753916.664
4,11268006.68
4,89525958.85
4,122337245.1
4,1570623969
4,17608442.53
4,59964762.9
4,180855959.1
4,234572859.7
4,3409523109
4,223498697.1
4,96994095.87
4,168656059.6
4,116969709.6
4.166666667,37639126.72
4.166666667,3344941.015
4.166666667,59128830.19
4.166666667,1191181592
4.166666667,1288010764
4.166666667,61105411.79
4.166666667,2782364.793
4.166666667,2140790162
4.333333333,214792432.3
4.333333333,50085344.28
4.333333333,190527771.8
4.333333333,35820142.29
4.333333333,137947746.8
4.333333333,3746849.092
4.333333333,17699893.01
4.333333333,37890959.77
4.333333333,34750649.36
4.333333333,55308347.26
4.333333333,844903552.8
4.333333333,47845597.49
4.333333333,192254735
4.333333333,6505810.912
4.333333333,33849329.92
4.333333333,14380772.44
4.333333333,24165191.94
4.333333333,92215284.37
4.5,43382232.06
4.5,173396861.4
4.5,62698769.92
4.5,60071916.66
4.5,83312661.05
4.5,622592826.3
4.5,83742127.38
4.5,126680163.3
4.5,882038.5789
4.5,960914.0561
4.5,21292375.68
4.5,513724947.3
4.5,235984727.5
4.5,67538338.62
4.5,44076860.95
4.666666667,388457345.3
4.666666667,25792776.32
4.666666667,171350141.3
4.666666667,601372978.8
4.666666667,64083766.59
4.666666667,99145448.11
4.666666667,102161530.5
4.666666667,1436150.069
4.666666667,479186322.8
4.666666667,84416621.64
4.666666667,71752597.89
4.666666667,3009070.479
4.666666667,3292793.743
4.666666667,42732419.13
4.666666667,51727380.4
4.666666667,6194840.318
4.666666667,40619221.76
4.666666667,186270817
4.666666667,1176531622
4.666666667,53394592.02
4.666666667,3883951.854
4.666666667,54339505.52
4.666666667,1510113087
4.666666667,26200498.72
4.666666667,872413.7355
4.666666667,316050485.9
4.666666667,7764854.592
4.833333333,2935347.522
4.833333333,53513570.34
4.833333333,53370748.17
4.833333333,4898344.61
4.833333333,69051896.93
4.833333333,73045038.85
4.833333333,1917291.706
4.833333333,30861551.88
4.833333333,185243680.7
4.833333333,49077240.94
4.833333333,7369931.04
4.833333333,147339303.8
4.833333333,263743562.2
4.833333333,224464002.2
4.833333333,336360.8989
4.833333333,11810162.01
5,22230611.95
5,206010726.1
5,69366179.13
5,41011851.56
5,1496485.102
5,653968672
5,9095931.479
5,69514366.59
5,100285889.6
5,80485484.09
5,5542160.682
5,64058065.41
5,116968458.4
5,5678809.977
5.166666667,52701267.97
5.166666667,34800516.38
5.166666667,994031517.6
5.166666667,71596855.61
5.166666667,1157498226
5.166666667,13396453.14
5.166666667,29087499.46
5.166666667,5995072.41
5.166666667,676293401.6
5.166666667,122753589
5.166666667,7775071.328
5.166666667,2088536.293
5.333333333,3650629.854
5.333333333,64111533.13
5.333333333,166220733.9
5.333333333,6191324.805
5.333333333,227943866.1
5.333333333,1027824921
5.333333333,17219485.8
5.333333333,29262149.39
5.333333333,742008497
5.333333333,716835693.7
5.333333333,11114666.19
5.333333333,269636.7927
5.333333333,47658574.66
5.333333333,1496813.934
5.333333333,169307.8234
5.333333333,76769802.75
5.333333333,1839222609
5.333333333,60167859.24
5.333333333,64756182.56
5.5,25713694.1
5.5,1064580522
5.5,506069967.9
5.5,3529700627
5.5,123523309.7
5.5,123799016.4
5.5,3193567734
5.5,6550513.913
5.5,1020392.83
5.5,13082556.6
5.5,6838016.382
5.5,2895489.813
5.5,231975271.7
5.5,34917440.4
5.5,11122498.19
5.5,67173833.43
5.666666667,56388210.5
5.666666667,771405942.5
5.666666667,23091238.34
5.666666667,16066157.77
5.666666667,3861492.971
5.666666667,2618059.179
5.666666667,13196995.23
5.666666667,1968800.664
5.666666667,39209303.53
5.666666667,122341409.2
5.666666667,1274569715
5.666666667,374150.8354
5.666666667,141259639.4
5.666666667,14518938.45
5.666666667,1868540.165
5.666666667,14227763.86
5.666666667,1861417336
5.833333333,58525991.16
5.833333333,9555169.857
5.833333333,2793802125
5.833333333,36359063.22
5.833333333,29325887.24
5.833333333,65460593.9
5.833333333,55678768.37
5.833333333,23681684.6
5.833333333,2495168.551
5.833333333,285514294.1
5.833333333,18504426.13
5.833333333,144842274.3
5.833333333,157308602.1
5.833333333,93170370.06
5.833333333,19509438157
5.833333333,2418094.542
5.833333333,78001747.13
5.833333333,35886979.15
5.833333333,14070148.78
6,18445782.59
6,2128913.052
6,4058146.681
6,282890127.8
6,13038855.63
6,6478289.169
6,38360073.71
6,1286959.857
6,12629845.34
6,25298832.62
6,692202374.5
6,83991336.08
6,913782.0979
6,242852797.8
6,53016774.87
6,43649088.25
6,320834.2359
6,43041309.37
6.166666667,464478.033
6.166666667,8308197.705
6.166666667,2539300915
6.166666667,135328891.2
6.166666667,51164344.28
6.166666667,229367941.1
6.166666667,2312650.972
6.166666667,5367816.795
6.166666667,13391864.97
6.166666667,1597835568
6.166666667,3709488654
6.166666667,289889611
6.166666667,3891560.117
6.166666667,37240275.89
6.166666667,20005591.66
6.166666667,11291437.29
6.333333333,43853054.97
6.333333333,905400412.3
6.333333333,434647.3878
6.333333333,24319403.23
6.333333333,130166187.1
6.333333333,23083079.94
6.333333333,20138009.48
