"State","Year","Overweight Adults (%)"
"MO",2022,32.7
"MS",2022,32.7
"NC",2022,32.7
"AZ",2020,32.8
"LA",2018,32.8
"NC",2018,32.8
"IA",2018,32.8
"OK",2018,32.8
"IN",2018,32.8
"ME",2018,32.8
"GA",2018,32.8
"VA",2020,32.8
"CA",2020,32.8
"IA",2020,32.8
"IL",2016,32.8
"VT",2016,32.8
"ND",2020,32.8
"TX",2020,32.8
"OR",2020,32.8
"GA",2020,32.8
"AL",2017,32.8
"RI",2017,32.8
"TX",2017,32.8
"WV",2012,32.8
"WY",2014,32.8
"AK",2012,32.8
"CT",2015,32.8
"WV",2015,32.8
"MA",2011,32.8
"TN",2012,32.8
"MN",2013,32.8
"MS",2013,32.8
"GA",2017,32.8
"WI",2014,32.8
"ND",2017,32.8
"WV",2013,32.8
"MD",2019,32.8
"IL",2014,32.8
"AK",2019,32.8
"HI",2019,32.8
"DE",2019,32.8
"NV",2019,32.8
"MS",2014,32.8
"LA",2014,32.8
"LA",2015,32.8
"PA",2019,32.8
"MN",2019,32.8
"WA",2011,32.8
"NC",2019,32.8
"AZ",2019,32.8
"MA",2019,32.8
"RI",2019,32.8
"TN",2013,32.8
"MI",2015,32.8
"OH",2013,32.8
"FL",2012,32.8
"WY",2015,32.8
"OR",2015,32.8
"HI",2015,32.8
"NE",2015,32.8
"NH",2011,32.8
"MI",2012,32.8
"SC",2012,32.8
"LA",2011,32.8
"IL",2014,32.8
"KY",2011,32.8
"MS",2015,32.8
"SD",2015,32.8
"DE",2011,32.8
"PA",2013,32.8
"MS",2014,32.8
"HI",2012,32.8
"MS",2015,32.8
"SC",2013,32.8
"IN",2014,32.8
"NV",2014,32.8
"TN",2013,32.8
"HI",2011,32.8
"SD",2016,32.8
"LA",2016,32.8
"AZ",2016,32.8
"AK",2016,32.8
"NM",2021,32.8
"WI",2021,32.8
"GA",2021,32.8
"OR",2021,32.8
"OR",2021,32.8
"KY",2021,32.8
"ND",2021,32.8
"RI",2021,32.8
"MO",2021,32.8
"IN",2021,32.8
"NC",2021,32.8
"IN",2022,32.8
"ME",2022,32.8
"MI",2022,32.8
"NC",2022,32.8
"NM",2022,32.8
"OH",2022,32.8
"OH",2022,32.8
"OR",2016,32.9
"OK",2018,32.9
"MS",2018,32.9
"AR",2018,32.9
"OH",2018,32.9
"HI",2018,32.9
"AK",2018,32.9
"TN",2018,32.9
"IA",2018,32.9
"NV",2018,32.9
"LA",2018,32.9
"MO",2018,32.9
"AZ",2020,32.9
"OK",2020,32.9
"PA",2020,32.9
"HI",2020,32.9
"OR",2017,32.9
"AZ",2012,32.9
"VT",2012,32.9
"WI",2011,32.9
"MS",2015,32.9
"KY",2017,32.9
"TX",2017,32.9
"OK",2015,32.9
"MN",2017,32.9
"MD",2014,32.9
"SC",2017,32.9
"HI",2013,32.9
"KY",2012,32.9
"NV",2011,32.9
"DE",2011,32.9
"WI",2019,32.9
"CT",2019,32.9
"SC",2011,32.9
"MO",2012,32.9
"GA",2013,32.9
"IL",2015,32.9
"VT",2019,32.9
"CT",2019,32.9
"WA",2015,32.9
"HI",2014,32.9
"PA",2019,32.9
"HI",2019,32.9
"IA",2019,32.9
"LA",2014,32.9
"TX",2011,32.9
"AZ",2014,32.9
"MN",2012,32.9
"WV",2015,32.9
"RI",2013,32.9
"MS",2011,32.9
"IN",2012,32.9
"LA",2012,32.9
"HI",2013,32.9
"NM",2013,32.9
"VA",2014,32.9
"CO",2015,32.9
"UT",2014,32.9
"OR",2012,32.9
"MO",2013,32.9
"TN",2016,32.9
"KS",2016,32.9
"OH",2016,32.9
"IN",2016,32.9
"IL",2016,32.9
"WA",2016,32.9
"MI",2016,32.9
"DE",2016,32.9
"MI",2021,32.9
"IN",2021,32.9
"OH",2021,32.9
"UT",2021,32.9
"MO",2021,32.9
"ND",2021,32.9
"RI",2021,32.9
"ND",2021,32.9
"WA",2021,32.9
"IL",2021,32.9
"HI",2022,32.9
"ID",2022,32.9
"IN",2022,32.9
"KY",2022,32.9
"NE",2022,32.9
"OH",2022,32.9
"RI",2022,32.9
"TX",2022,32.9
"UT",2022,32.9
"VA",2022,32.9
"UT",2016,33
"CA",2018,33
"IA",2018,33
"KS",2018,33
"TX",2018,33
"UT",2018,33
"NE",2018,33
"ID",2020,33
"OH",2020,33
"NE",2020,33
"WY",2020,33
"MD",2016,33
"TN",2020,33
"UT",2020,33
"IA",2020,33
"GA",2020,33
"DE",2017,33
"NJ",2017,33
"AL",2017,33
"NH",2017,33
"MN",2017,33
"NY",2017,33
"IL",2017,33
"ME",2017,33
"NY",2011,33
"ND",2012,33
"OH",2014,33
"LA",2012,33
"KS",2013,33
"IL",2014,33
"KS",2013,33
"IL",2017,33
"VT",2014,33
"OK",2017,33
"IL",2017,33
"HI",2017,33
"KS",2011,33
"AR",2013,33
"UT",2013,33
"VA",2011,33
"KS",2019,33
"TN",2019,33
"OR",2014,33
"ID",2019,33
"VT",2019,33
"MA",2013,33
"MN",2019,33
"MN",2013,33
"IN",2019,33
"MD",2015,33
"NY",2019,33
"OH",2019,33
"OH",2015,33
"MI",2013,33
"KS",2011,33
"MS",2012,33
"WA",2012,33
"CT",2014,33
"MI",2014,33
"WV",2013,33
"UT",2012,33
"LA",2015,33
"NM",2015,33
"FL",2014,33
"AR",2013,33
"NC",2011,33
"WV",2011,33
"CT",2014,33
"AL",2015,33
"KY",2015,33
"GA",2015,33
"OK",2015,33
"KY",2015,33
"PA",2011,33
"MI",2016,33
"AZ",2016,33
"WA",2016,33
"WI",2016,33
"MT",2016,33
"LA",2016,33
"UT",2016,33
"IL",2016,33
"IN",2021,33
"VA",2021,33
"CO",2021,33
"CT",2021,33
"VA",2021,33
"AZ",2021,33
"MA",2021,33
"NM",2021,33
"NM",2021,33
"IA",2021,33
"PA",2021,33
"WV",2021,33
"NY",2021,33
"AR",2021,33
"OH",2021,33
"NY",2021,33
"NJ",2021,33
"KY",2021,33
"AZ",2022,33
"CA",2022,33
"CO",2022,33
"FL",2022,33
"ME",2022,33
"NJ",2022,33
"SD",2022,33
"UT",2022,33
"WA",2022,33
"WI",2022,33
"WY",2022,33
"WV",2016,33.1
"CT",2017,33.1
"AK",2018,33.1
"NY",2018,33.1
"MD",2018,33.1
"UT",2018,33.1
"OR",2018,33.1
"CO",2018,33.1
"OH",2018,33.1
"MT",2018,33.1
"MT",2018,33.1
"ME",2018,33.1
"ME",2018,33.1
"LA",2020,33.1
"MO",2020,33.1
"MS",2020,33.1
"LA",2020,33.1
"MO",2020,33.1
"SC",2020,33.1
"GA",2020,33.1
"IL",2017,33.1
"TN",2011,33.1
"IA",2015,33.1
"RI",2014,33.1
"NY",2014,33.1
"PA",2013,33.1
"DE",2015,33.1
"WI",2015,33.1
"WV",2019,33.1
"OR",2019,33.1
"PA",2019,33.1
"OR",2019,33.1
"NY",2019,33.1
"OR",2019,33.1
"LA",2019,33.1
"HI",2013,33.1
"TN",2019,33.1
"TN",2019,33.1
"DE",2019,33.1
"WA",2019,33.1
"NY",2019,33.1
"LA",2019,33.1
"ND",2011,33.1
"MS",2015,33.1
"WA",2011,33.1
"WY",2014,33.1
"UT",2015,33.1
"SC",2015,33.1
"OK",2011,33.1
"WI",2013,33.1
"AK",2015,33.1
"VT",2014,33.1
"IN",2014,33.1
"IN",2015,33.1
"WA",2015,33.1
"MI",2014,33.1
"OH",2012,33.1
"SC",2014,33.1
"HI",2011,33.1
"MO",2011,33.1
"HI",2011,33.1
"AZ",2014,33.1
"MI",2012,33.1
"TN",2014,33.1
"IN",2012,33.1
"TX",2012,33.1
"AK",2016,33.1
"MN",2016,33.1
"CT",2016,33.1
"NY",2016,33.1
"NJ",2016,33.1
"CO",2016,33.1
"OH",2021,33.1
"AL",2021,33.1
"MT",2021,33.1
"CT",2021,33.1
"NC",2021,33.1
"WV",2021,33.1
"ND",2021,33.1
"VA",2021,33.1
"AR",2022,33.1
"CT",2022,33.1
"IA",2022,33.1
"IA",2022,33.1
"IN",2022,33.1
"NY",2022,33.1
"OK",2022,33.1
"PA",2022,33.1
"VT",2022,33.1
"WI",2022,33.1
"WV",2022,33.1
"WV",2022,33.1
"OR",2018,33.2
"NM",2018,33.2
"OH",2018,33.2
"CO",2018,33.2
"AR",2018,33.2
"TX",2018,33.2
"CA",2018,33.2
"AR",2018,33.2
"MN",2018,33.2
"LA",2018,33.2
"AR",2018,33.2
"LA",2018,33.2
"TX",2020,33.2
"MO",2020,33.2
"AR",2020,33.2
"WV",2016,33.2
"NV",2020,33.2
"CO",2016,33.2
"IN",2020,33.2
"OK",2020,33.2
"TX",2020,33.2
"PA",2020,33.2
"RI",2020,33.2
"CT",2020,33.2
"CA",2020,33.2
"SC",2020,33.2
"PA",2020,33.2
"NM",2020,33.2
"AL",2017,33.2
"ND",2017,33.2
"MN",2017,33.2
"AR",2017,33.2
"IA",2017,33.2
"NC",2017,33.2
"LA",2012,33.2
"NJ",2013,33.2
"MT",2014,33.2
"OK",2012,33.2
"AK",2013,33.2
"MS",2015,33.2
"MO",2014,33.2
"CA",2017,33.2
"MS",2012,33.2
"AK",2017,33.2
"MA",2017,33.2
"AZ",2017,33.2
"AR",2013,33.2
"MI",2012,33.2
"SC",2015,33.2
"OK",2012,33.2
"AK",2013,33.2
"SC",2019,33.2
"UT",2019,33.2
"IN",2013,33.2
"OK",2019,33.2
"ME",2019,33.2
"LA",2013,33.2
"FL",2011,33.2
"UT",2019,33.2
"MI",2015,33.2
"WY",2019,33.2
"HI",2019,33.2
"GA",2013,33.2
"AR",2019,33.2
"GA",2012,33.2
"AL",2011,33.2
"HI",2011,33.2
"VA",2019,33.2
"VT",2019,33.2
"ME",2019,33.2
"AK",2019,33.2
"GA",2014,33.2
"PA",2013,33.2
"NJ",2013,33.2
"MA",2013,33.2
"MI",2015,33.2
"MI",2012,33.2
"MS",2011,33.2
"OH",2014,33.2
"WY",2014,33.2
"WV",2013,33.2
"NV",2012,33.2
"MO",2015,33.2
"LA",2015,33.2
"NY",2012,33.2
"RI",2015,33.2
"ME",2011,33.2
"ME",2012,33.2
"OH",2015,33.2
"AR",2011,33.2
"OK",2012,33.2
"VT",2011,33.2
"NE",2011,33.2
"IA",2016,33.2
"WA",2016,33.2
"NV",2016,33.2
"CA",2016,33.2
"WV",2016,33.2
"MD",2016,33.2
"MA",2016,33.2
"ME",2016,33.2
"OK",2021,33.2
"NV",2021,33.2
"WV",2021,33.2
"NC",2021,33.2
"AK",2021,33.2
"OH",2021,33.2
"CT",2021,33.2
"NJ",2021,33.2
"ME",2021,33.2
"OK",2021,33.2
"AR",2021,33.2
"AR",2021,33.2
"NE",2021,33.2
"LA",2021,33.2
"MI",2021,33.2
"NE",2021,33.2
"AR",2022,33.2
"AZ",2022,33.2
"DE",2022,33.2
"IA",2022,33.2
"ID",2022,33.2
"IN",2022,33.2
"KS",2022,33.2
"LA",2022,33.2
"MA",2022,33.2
"MI",2022,33.2
"NC",2022,33.2
"NE",2022,33.2
"OH",2022,33.2
"OH",2022,33.2
"OK",2022,33.2
"OR",2022,33.2
"PA",2022,33.2
"MN",2018,33.3
"TN",2018,33.3
"VT",2018,33.3
"LA",2018,33.3
"MI",2018,33.3
"WV",2018,33.3
"MO",2018,33.3
"KY",2018,33.3
"NH",2018,33.3
"WY",2018,33.3
"NE",2018,33.3
"KY",2018,33.3
"AR",2018,33.3
"AZ",2018,33.3
"TN",2018,33.3
"NV",2018,33.3
"TN",2018,33.3
"GA",2020,33.3
"RI",2020,33.3
"OH",2020,33.3
"SC",2020,33.3
"AK",2020,33.3
"AR",2020,33.3
"UT",2020,33.3
"VT",2020,33.3
"CO",2020,33.3
"TX",2013,33.3
"VA",2017,33.3
"HI",2017,33.3
"TX",2017,33.3
"CO",2017,33.3
"OK",2017,33.3
"SD",2017,33.3
"OK",2017,33.3
"FL",2014,33.3
"OH",2015,33.3
"MO",2011,33.3
"OK",2013,33.3
"NH",2011,33.3
"MD",2011,33.3
"OR",2012,33.3
"WV",2011,33.3
"AZ",2017,33.3
"NY",2011,33.3
"AL",2017,33.3
"MO",2017,33.3
"RI",2017,33.3
"WV",2017,33.3
"WA",2011,33.3
"NY",2019,33.3
"NH",2014,33.3
"AL",2019,33.3
"OK",2019,33.3
"IL",2019,33.3
"OH",2019,33.3
"MO",2019,33.3
"IN",2015,33.3
"SD",2019,33.3
"MS",2019,33.3
"HI",2011,33.3
"NE",2019,33.3
"AZ",2019,33.3
"MA",2012,33.3
"AR",2019,33.3
"UT",2015,33.3
"DE",2012,33.3
"ID",2011,33.3
"DE",2013,33.3
"MD",2013,33.3
"UT",2012,33.3
"LA",2012,33.3
"UT",2013,33.3
"AZ",2014,33.3
"NY",2015,33.3
"AZ",2012,33.3
"MO",2013,33.3
"SC",2015,33.3
"FL",2012,33.3
"HI",2013,33.3
"AL",2011,33.3
"WI",2011,33.3
"GA",2014,33.3
"KS",2011,33.3
"MI",2014,33.3
"RI",2013,33.3
"WV",2016,33.3
"KY",2016,33.3
"AR",2016,33.3
"TN",2016,33.3
"WA",2016,33.3
"VT",2016,33.3
"VT",2016,33.3
"OH",2021,33.3
"MS",2021,33.3
"AL",2021,33.3
"SC",2021,33.3
"OH",2021,33.3
"UT",2021,33.3
"MS",2021,33.3
"VT",2021,33.3
"NE",2021,33.3
"MS",2021,33.3
"TN",2021,33.3
"IN",2021,33.3
"MI",2021,33.3
"DE",2022,33.3
"FL",2022,33.3
"IN",2022,33.3
"IN",2022,33.3
"KS",2022,33.3
"LA",2022,33.3
"MN",2022,33.3
"MT",2022,33.3
"NE",2022,33.3
"NJ",2022,33.3
"PA",2022,33.3
"PA",2022,33.3
"PA",2022,33.3
"SC",2022,33.3
"TN",2022,33.3
"TX",2022,33.3
"VT",2022,33.3
"IN",2016,33.4
"CA",2020,33.4
"OR",2020,33.4
"AZ",2018,33.4
"FL",2018,33.4
"NM",2018,33.4
"MI",2013,33.4
"AL",2018,33.4
"MA",2018,33.4
"AL",2018,33.4
"AK",2018,33.4
"TN",2018,33.4
"RI",2018,33.4
"OK",2018,33.4
"IN",2018,33.4
"CO",2020,33.4
"AZ",2020,33.4
"AL",2020,33.4
"MT",2020,33.4
"OK",2020,33.4
"NH",2020,33.4
"NH",2020,33.4
"MD",2020,33.4
"KY",2020,33.4
"IA",2017,33.4
"SC",2017,33.4
"ND",2017,33.4
"MI",2017,33.4
"MO",2017,33.4
"NH",2017,33.4
"UT",2017,33.4
"KY",2011,33.4
"IL",2012,33.4
"MN",2012,33.4
"UT",2014,33.4
"MA",2013,33.4
"GA",2013,33.4
"NH",2011,33.4
"FL",2017,33.4
"NV",2019,33.4
"NE",2011,33.4
"IL",2015,33.4
"AK",2019,33.4
"MA",2015,33.4
"AR",2015,33.4
"WY",2019,33.4
"HI",2019,33.4
"NC",2011,33.4
"NM",2019,33.4
"MA",2019,33.4
"KY",2014,33.4
"FL",2019,33.4
"TX",2019,33.4
"UT",2011,33.4
"KY",2013,33.4
"OR",2013,33.4
"OK",2011,33.4
"CT",2015,33.4
"VA",2015,33.4
"KS",2014,33.4
"OR",2014,33.4
"WI",2015,33.4
"KY",2012,33.4
"MA",2014,33.4
"OR",2011,33.4
"ND",2013,33.4
"SD",2015,33.4
"PA",2014,33.4
"MA",2013,33.4
"KS",2015,33.4
"MO",2011,33.4
"TX",2015,33.4
"GA",2014,33.4
"ID",2011,33.4
"IL",2013,33.4
"IN",2014,33.4
"IA",2015,33.4
"NY",2014,33.4
"OR",2014,33.4
"MO",2013,33.4
"MI",2011,33.4
"OK",2013,33.4
"TN",2014,33.4
"DE",2011,33.4
"NE",2012,33.4
"CO",2013,33.4
"MN",2015,33.4
"SD",2013,33.4
"AL",2014,33.4
"OR",2013,33.4
"WV",2016,33.4
"OR",2016,33.4
"WV",2016,33.4
"LA",2016,33.4
"CT",2016,33.4
"TN",2016,33.4
"MS",2016,33.4
"IN",2016,33.4
"CA",2016,33.4
"IL",2016,33.4
"ND",2021,33.4
"NC",2021,33.4
"ND",2021,33.4
"OH",2021,33.4
"NC",2021,33.4
"MT",2021,33.4
"AR",2021,33.4
"AZ",2021,33.4
"UT",2021,33.4
"WI",2021,33.4
"HI",2021,33.4
"WV",2021,33.4
"KS",2021,33.4
"IN",2021,33.4
"AZ",2022,33.4
"GA",2022,33.4
"KS",2022,33.4
"LA",2022,33.4
"MD",2022,33.4
"MD",2022,33.4
"ME",2022,33.4
"NC",2022,33.4
"NV",2022,33.4
"NV",2022,33.4
"PA",2022,33.4
"WA",2022,33.4
"WI",2022,33.4
"WV",2022,33.4
"WV",2022,33.4
"WY",2022,33.4
"IN",2016,33.5
"CO",2018,33.5
"CT",2018,33.5
"AK",2018,33.5
"OH",2018,33.5
"MD",2018,33.5
"NM",2018,33.5
"IL",2018,33.5
"IL",2018,33.5
"WY",2018,33.5
"AR",2018,33.5
"UT",2018,33.5
"TN",2018,33.5
"OH",2020,33.5
"ID",2020,33.5
"NV",2016,33.5
"MD",2020,33.5
"VA",2020,33.5
"KY",2020,33.5
"WI",2020,33.5
"OH",2020,33.5
"NH",2020,33.5
"NJ",2017,33.5
"MT",2017,33.5
"IL",2017,33.5
"SC",2017,33.5
"OR",2017,33.5
"KY",2017,33.5
"HI",2017,33.5
"WA",2013,33.5
"MD",2012,33.5
"AL",2014,33.5
"AK",2011,33.5
"DE",2013,33.5
"KY",2012,33.5
"NE",2014,33.5
"MN",2012,33.5
"NV",2014,33.5
"WY",2013,33.5
"IA",2017,33.5
"MA",2015,33.5
"CT",2013,33.5
"AZ",2017,33.5
"GA",2013,33.5
"FL",2017,33.5
"KY",2017,33.5
"TX",2012,33.5
"KY",2014,33.5
"SC",2019,33.5
"ND",2015,33.5
"TN",2015,33.5
"UT",2012,33.5
"OR",2019,33.5
"AR",2019,33.5
"CA",2014,33.5
"WY",2019,33.5
"KY",2019,33.5
"DE",2019,33.5
"OH",2019,33.5
"NE",2019,33.5
"KS",2011,33.5
"MI",2014,33.5
"PA",2015,33.5
"VT",2014,33.5
"UT",2013,33.5
"RI",2014,33.5
"TN",2015,33.5
"KS",2015,33.5
"MA",2015,33.5
"SC",2011,33.5
"OH",2014,33.5
"LA",2011,33.5
"KY",2015,33.5
"PA",2013,33.5
"ID",2014,33.5
"OH",2012,33.5
"NE",2015,33.5
"LA",2015,33.5
"AR",2012,33.5
"TN",2014,33.5
"OR",2013,33.5
"SD",2014,33.5
"FL",2014,33.5
"MN",2012,33.5
"CO",2013,33.5
"WV",2012,33.5
"GA",2011,33.5
"IA",2014,33.5
"MO",2015,33.5
"WY",2013,33.5
"TX",2015,33.5
"MO",2011,33.5
"SC",2011,33.5
"MD",2014,33.5
"AL",2014,33.5
"WI",2016,33.5
"HI",2016,33.5
"CT",2016,33.5
"AK",2016,33.5
"SD",2016,33.5
"WI",2016,33.5
"MA",2021,33.5
"WV",2021,33.5
"MD",2021,33.5
"OR",2021,33.5
"PA",2021,33.5
"CT",2021,33.5
"MO",2021,33.5
"IN",2021,33.5
"CO",2021,33.5
"IN",2021,33.5
"AZ",2022,33.5
"IA",2022,33.5
"LA",2022,33.5
"MA",2022,33.5
"MT",2022,33.5
"NY",2022,33.5
"OH",2022,33.5
"OK",2022,33.5
"TN",2022,33.5
"TN",2022,33.5
"VA",2022,33.5
"WI",2022,33.5
"SD",2013,33.6
"NE",2020,33.6
"KS",2018,33.6
"TX",2018,33.6
"DE",2018,33.6
"ND",2018,33.6
"TX",2018,33.6
"NH",2018,33.6
"VT",2018,33.6
"NM",2018,33.6
"ND",2018,33.6
"WA",2018,33.6
"KS",2020,33.6
"AL",2020,33.6
"MA",2020,33.6
"NJ",2020,33.6
"RI",2020,33.6
"HI",2020,33.6
"CO",2020,33.6
"SC",2020,33.6
"KY",2020,33.6
"KS",2020,33.6
"IL",2020,33.6
"MI",2020,33.6
"WA",2017,33.6
"VT",2017,33.6
"CT",2017,33.6
"WV",2017,33.6
"CA",2017,33.6
"AR",2017,33.6
"TN",2017,33.6
"VA",2015,33.6
"HI",2012,33.6
"AL",2014,33.6
"MI",2012,33.6
"WY",2011,33.6
"PA",2013,33.6
"MO",2015,33.6
"AK",2017,33.6
"MO",2014,33.6
"KS",2014,33.6
"TX",2017,33.6
"ND",2017,33.6
"MA",2017,33.6
"MS",2017,33.6
"MT",2019,33.6
"WA",2011,33.6
"OH",2019,33.6
"NY",2011,33.6
"LA",2011,33.6
"MO",2019,33.6
"FL",2014,33.6
"VT",2012,33.6
"TN",2019,33.6
"NM",2014,33.6
"AL",2013,33.6
"WI",2019,33.6
"LA",2011,33.6
"CO",2019,33.6
"KY",2014,33.6
"AR",2014,33.6
"ME",2013,33.6
"MD",2014,33.6
"VA",2019,33.6
"LA",2019,33.6
"HI",2013,33.6
"CO",2019,33.6
"OH",2013,33.6
"KS",2019,33.6
"MO",2019,33.6
"MN",2019,33.6
"TN",2019,33.6
"NV",2014,33.6
"OK",2013,33.6
"AR",2011,33.6
"ID",2012,33.6
"MI",2013,33.6
"NM",2012,33.6
"MD",2013,33.6
"OR",2012,33.6
"OH",2015,33.6
"DE",2013,33.6
"AL",2015,33.6
"WY",2014,33.6
"VT",2014,33.6
"CA",2014,33.6
"WA",2013,33.6
"NJ",2014,33.6
"CO",2011,33.6
"WI",2015,33.6
"VT",2014,33.6
"ME",2014,33.6
"SD",2015,33.6
"NH",2012,33.6
"MA",2012,33.6
"MN",2016,33.6
"MI",2016,33.6
"KY",2016,33.6
"WA",2016,33.6
"PA",2016,33.6
"IN",2016,33.6
"IN",2016,33.6
"NJ",2016,33.6
"OR",2016,33.6
"DE",2021,33.6
"PA",2021,33.6
"CA",2021,33.6
"WI",2021,33.6
"ID",2021,33.6
"MD",2021,33.6
"WY",2021,33.6
"NH",2021,33.6
"MS",2021,33.6
"NJ",2021,33.6
"TN",2021,33.6
"MD",2021,33.6
"AR",2022,33.6
"AR",2022,33.6
"GA",2022,33.6
"KY",2022,33.6
"LA",2022,33.6
"ME",2022,33.6
"MI",2022,33.6
"NC",2022,33.6
"NV",2022,33.6
"RI",2022,33.6
"SC",2022,33.6
"UT",2022,33.6
"VT",2022,33.6
"WA",2022,33.6
"WI",2022,33.6
"HI",2018,33.7
"NY",2018,33.7
"AR",2018,33.7
"MI",2018,33.7
"FL",2018,33.7
"NH",2018,33.7
"GA",2020,33.7
"ID",2020,33.7
"IA",2020,33.7
"KY",2020,33.7
"NV",2020,33.7
"AL",2020,33.7
"IL",2020,33.7
"DE",2020,33.7
"UT",2020,33.7
"LA",2020,33.7
"NE",2020,33.7
"MI",2020,33.7
"GA",2020,33.7
"IA",2017,33.7
"WV",2017,33.7
"GA",2017,33.7
"MS",2017,33.7
"OH",2017,33.7
"WY",2017,33.7
"UT",2017,33.7
"KS",2017,33.7
"LA",2017,33.7
"IA",2011,33.7
"ND",2011,33.7
"MS",2014,33.7
"IN",2014,33.7
"ND",2015,33.7
"OH",2011,33.7
"PA",2012,33.7
"NC",2014,33.7
"OR",2013,33.7
"MS",2017,33.7
"CT",2014,33.7
"NC",2017,33.7
"WA",2017,33.7
"NJ",2017,33.7
"NM",2012,33.7
"PA",2017,33.7
"AZ",2019,33.7
"IN",2015,33.7
"RI",2011,33.7
"VA",2014,33.7
"SC",2013,33.7
"WY",2013,33.7
"AK",2019,33.7
"TN",2014,33.7
"ND",2019,33.7
"KS",2019,33.7
"HI",2019,33.7
"OK",2019,33.7
"LA",2014,33.7
"VA",2019,33.7
"OK",2015,33.7
"ND",2019,33.7
"PA",2019,33.7
"FL",2011,33.7
"OK",2019,33.7
"IN",2019,33.7
"HI",2019,33.7
"MI",2019,33.7
"MT",2011,33.7
"WV",2019,33.7
"KY",2013,33.7
"AZ",2014,33.7
"AR",2013,33.7
"KS",2012,33.7
"AL",2015,33.7
"TN",2013,33.7
"MS",2015,33.7
"MN",2011,33.7
"MS",2013,33.7
"WY",2011,33.7
"NV",2014,33.7
"MD",2013,33.7
"RI",2011,33.7
"WV",2013,33.7
"LA",2011,33.7
"CT",2014,33.7
"WA",2011,33.7
"GA",2012,33.7
"PA",2011,33.7
"KS",2014,33.7
"MN",2015,33.7
"NV",2013,33.7
"AL",2022,33.7
"CT",2014,33.7
"SC",2012,33.7
"HI",2016,33.7
"LA",2016,33.7
"HI",2016,33.7
"VA",2016,33.7
"MO",2016,33.7
"AR",2016,33.7
"VA",2016,33.7
"GA",2021,33.7
"LA",2021,33.7
"KY",2021,33.7
"SD",2021,33.7
"OK",2021,33.7
"MO",2021,33.7
"TX",2021,33.7
"AZ",2022,33.7
"CA",2022,33.7
"DE",2022,33.7
"HI",2022,33.7
"ME",2022,33.7
"MN",2022,33.7
"SC",2022,33.7
"WV",2022,33.7
"ID",2016,33.8
"WY",2018,33.8
"WI",2018,33.8
"MD",2018,33.8
"HI",2018,33.8
"MS",2018,33.8
"RI",2018,33.8
"OH",2018,33.8
"LA",2018,33.8
"NY",2018,33.8
"VA",2018,33.8
"MS",2018,33.8
"CA",2020,33.8
"PA",2020,33.8
"MN",2020,33.8
"MA",2020,33.8
"UT",2020,33.8
"HI",2020,33.8
"SC",2020,33.8
"MS",2020,33.8
"TN",2020,33.8
"UT",2020,33.8
"KY",2020,33.8
"NM",2020,33.8
"IN",2017,33.8
"NC",2017,33.8
"OK",2017,33.8
"NJ",2017,33.8
"UT",2017,33.8
"AK",2017,33.8
"LA",2017,33.8
"VA",2017,33.8
"MD",2015,33.8
"MD",2014,33.8
"IA",2015,33.8
"MA",2012,33.8
"UT",2011,33.8
"HI",2011,33.8
"TX",2011,33.8
"IL",2013,33.8
"UT",2014,33.8
"MI",2017,33.8
"OR",2017,33.8
"KS",2015,33.8
"OR",2014,33.8
"MI",2017,33.8
"OR",2014,33.8
"WI",2017,33.8
"FL",2014,33.8
"KY",2015,33.8
"OK",2011,33.8
"NY",2017,33.8
"MT",2011,33.8
"KS",2017,33.8
"MS",2015,33.8
"CO",2012,33.8
"IN",2019,33.8
"PA",2011,33.8
"DE",2019,33.8
"VT",2019,33.8
"OH",2019,33.8
"OR",2015,33.8
"SC",2019,33.8
"TN",2019,33.8
"AR",2019,33.8
"IL",2019,33.8
"NY",2019,33.8
"MI",2019,33.8
"TN",2019,33.8
"MN",2019,33.8
"PA",2013,33.8
"MO",2019,33.8
"NE",2019,33.8
"ME",2019,33.8
"MO",2013,33.8
"ND",2011,33.8
"OR",2012,33.8
"OR",2011,33.8
"ME",2013,33.8
"PA",2013,33.8
"GA",2012,33.8
"AZ",2012,33.8
"AR",2011,33.8
"OR",2012,33.8
"NM",2015,33.8
"TN",2011,33.8
"WI",2011,33.8
"PA",2015,33.8
"NC",2015,33.8
"OR",2012,33.8
"WA",2015,33.8
"NM",2011,33.8
"NJ",2014,33.8
"OR",2015,33.8
"MA",2015,33.8
"MN",2014,33.8
"DE",2011,33.8
"UT",2013,33.8
"MA",2016,33.8
"MI",2016,33.8
"TN",2016,33.8
"HI",2016,33.8
"OH",2016,33.8
"PA",2016,33.8
"TN",2021,33.8
"LA",2021,33.8
"AL",2021,33.8
"NH",2021,33.8
"CA",2021,33.8
"MD",2021,33.8
"PA",2021,33.8
"HI",2022,33.8
"IA",2022,33.8
"MS",2022,33.8
"NE",2022,33.8
"NV",2022,33.8
"NY",2022,33.8
"NY",2022,33.8
"RI",2022,33.8
"SC",2022,33.8
"TX",2022,33.8
"VA",2022,33.8
"WY",2022,33.8
"MA",2020,33.9
"AZ",2018,33.9
"MS",2018,33.9
"PA",2018,33.9
"AR",2018,33.9
"TN",2018,33.9
"AL",2016,33.9
"OR",2018,33.9
"AL",2016,33.9
"VA",2018,33.9
"OH",2018,33.9
"LA",2018,33.9
"HI",2018,33.9
"WA",2020,33.9
"NV",2020,33.9
"SC",2020,33.9
"KS",2020,33.9
"OH",2020,33.9
